N° del inventario	DESCRIPCIÓN	FOTO O PINTURA	Sala	Vitrina / Pared		Título principal del objeto u obra de arte	Creador del objeto	Cometarios al Creador del Objeto	Número/código asignado por el museo desde ingreso a ser expuesto	Uso que se le dio al objeto	Dueño actual	Dimensión: Alto	Dimensión: Ancho	Dimensión: Largo	Dimensión: Diámetro	Profundidad	Peso	Estado actual del objeto	Material del objeto (TECNICA USADA)	Código de Meta-descripción	Descripción o nota asociada al objeto	Fecha de creación del objeto/obra de arte	Comentario a la fecha de creación del objeto/obra de arte	Código del Período o evento	Periodo, evento	Fecha en que se encontró por primera vez el objeto, podría ser la misma fecha de la creation_date.	Fecha en que se encontró por última vez el objeto, podría ser la misma fecha de la creation_date_earliest.	Modificación por adición	Modificación por eliminación	Técnica usada en la modificación	Material usado en la modificación	Fecha de la modificación	Forma como fue adquirido el objeto	Identifica y da crédito a la persona, fundación o método por el cual el objeto fue adquirido  (del/a cual fue adquirido el objeto)	Descripción de donación	Fecha de adquisición como propiedad suya	Fecha de ingreso al museo	Descripción del ingreso	Departamento dentro del museo responsable por el objeto	Localización del objeto dentro del museo	List de enlaces oficiales del objeto dentro del museo 	Lista de enlaces oficial del objeto muy similares que figuran en otros museos			Código único en la database	Código único en la database para las clases	Nombre de la clase superior	Nombre de la clase	Lista de enlaces que describen la clase
					m04_s05_064_x	Prédica de San Juan	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		Inspirado en grabado europeo	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_064_x	c_11/02_01 	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa	
						SALA 6: CORO BAJO                     El Coro Bajo es otro de los ambientes que forman el “Museo Vivo” de Santa Teresa, pues su uso no se ha descontinuado desde la fundación, en 1710, y lo usan las monjas para asistir a la Misa diaria y para hacer sus oraciones comunitarias. Al medio día se cierra para que las monjas hagan el Examen de Conciencia y recen cantando el Ángelus y la Hora Sexta. Es impactante oír las voces de las monjas a través de la puerta, cantando su rezo como siempre lo han hecho desde 1710. 															El Coro Bajo es otro de los ambientes que forman el “Museo Vivo” de Santa Teresa, pues su uso no se ha descontinuado desde la fundación, en 1710, y lo usan las monjas para asistir a la Misa diaria y para hacer sus oraciones comunitarias. Al medio día se cierra para que las monjas hagan el Examen de Conciencia y recen cantando el Ángelus y la Hora Sexta. Es impactante oír las voces de las monjas a través de la puerta, cantando su rezo como siempre lo han hecho desde 1710. Luego, cuando se retiran, los visitantes pueden ingresar a la Sala. Aquí también se ha conservado la ornamentación encontrada, compuesta por varios cuadros y esculturas de diversos temas, materiales y épocas. Al fondo de la Sala hay dos interesantes cuadros de marco tallado y calado, uno de ellos, el del Almuerzo de Santa Teresa y San Pedro de Alcántara, relata ingeniosa e ingenuamente tres escenas en una sola. Son de resaltar también dos grandes cuadros representando uno el Nacimiento del Niño Jesús, con símbolos de la Pasión, rodeado de Santos, mientras que el segundo representa, de manera alegórica a la Nave de la Paciencia, en donde la Iglesia aparece como una barca, que avanza abriéndose camino en las aguas movidas por los malos vientos del demonio.																												
	Cerámica Vicus Vasija Esculpida Zoomorfa Camelido				m04_s06_065_x	Virgen Dolorosa	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación 	Pintura : Oleo sobre lienzo. Marco: Madera tallada y dorada.		"La Virgen de los Dolores es una advocación de la Virgen María. También es conocida como Virgen de la Amargura, Virgen de la Piedad, Virgen de las Angustias o La Dolorosa. Su fiesta es el 15 de septiembre; su vestidura por lo normal es negra o morada. Se la invoca en latín como Maria Virgo Perdolens o Mater Dolorosa y es una de las numerosas advocaciones a través de las cuales la Iglesia Católica venera a la Virgen María. La advocación (Dolores) destaca el sentimiento de dolor de la madre ante el sufrimiento de su hijo. Los ""siete dolores"" hacen referencia a los siete episodios de la vida de Jesucristo, relatados por los evangelios, que hicieron sufrir a María, quien acompañaba a su hijo en su misión de Redentor."	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_065_x	c_11/02_06_01	Pinturas de arte fino	Oleos de Retratos religiosos del cristianismo	
4	Cerámica Vicus Vasija Esculpida Zoomorfa Primate				m04_s06_066_x	Crucifijo	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Maguey y pasta y bronce dorado			Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_066_x	 c_11/05_17_01	Escultura como arte fino	Escultura en bulto redondo de cuerpo entero en fibra vegetal (maguey) tema religioso	
3	Cerámica Vicus Vasija con Asas Esculpidas Zoomorfa Primates				m04_s06_067_x	Encuentro de Cristo con la Verónica	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		"Verónica (tambien llamada Serafia 8​9​10​), según la tradición cristiana, fue la mujer que, durante el Viacrucis, tendió a Cristo un velo, lienzo o paño: el paño de la Verónica (también llamado ""Verónica"" a secas) para que enjugara el sudor y la sangre. En la tela habría quedado milagrosamente impreso el Santo Rostro. La escena no se encuentra en los evangelios canónicos, sino en los apócrifos (Evangelio de Nicodemo)."	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_067_x	c_11/02_01 	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa	
	Cerámica Vicus Vasija Esculpida Zoomorfa Canino				m04_s06_068_x	Virgen entronizada	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación 	Escultura: Madera tallada, policromada y dorada. Bronce dorado		Esta obra nos muestra a la Virgen del Carmen con el niño sentado sobre la rodilla izquierda de la virgen colocando los pies sobre la dererecha, sobre el velo lleva una corona de reina y esta sentada en un trono. En la mano derecha lleva el escapulario de la orden Carmelita	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_068_x	 c_11/05_12_01	Escultura como arte fino	Escultura en bulto redondo de cuerpo entero en madera tema relligioso	
	Cerámica Mochica Vasija Monocroma Zoomorfa Tallada con Multiples Figuras				m04_s06_069_x	Barca de la Iglesia (Alegoría)          	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo	 	Esta obra esta inspirada en la obra original de Pérez de Holguín  Melchor, un importante exponente del arte barroco mestizo americano que se desarrollo entre los años de 1700 y 1790, en la llamada Escuela de Potosí. Las características propias de esta escuela muestran un tratamiento tenebrista de los temas, refleljo de la influencia de la pintura española de Zurbarán.                                                    Nave de la Paciencia, en donde la Iglesia aparece como una barca, que avanza abriéndose camino en las aguas movidas por los malos vientos del demonio	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_069_x	c_11/02_04_01	Pinturas de arte fino	Óleos de Imágenes alegóricas religiosas	
	Cerámica Mochica Vasija Zoomorfa Camelido				m04_s06_070_x	Sagrada familia de la Virgen	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación de conservación	Pintura : Oleo sobre lienzo. Marco: Madera tallada y dorada.		En esta obra vemos a la Sagrada Familia, con el Espíritu Santo en lo alto con los angeles contemplando la imagen, vemos a José y Maria vistiendo túnicas sencillas, sin embargo muy adornadas con delicdos brocateados al contorno de los trajes. Tambien vemos al niño Jesús con un atuendo muy elaborado con la técnica del brocateado, quien está  entregando a su padre José la flor de Liz,   además podemos observar a la Paloma de la Paz sobre la cabeza del Niño Jesús envuelta en un hermoso decorado de pan de oro.	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_070_x	c_11/02_01; c_11/02_04_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Óleos de Imágenes alegóricas religiosas	
	Cerámica Chimu Vasija Monocroma AsaPuente Tallada Sapo				m04_s06_071_x	Presentación del niño en el templo                 El episodio de la Presentación del Niño en el templo sólo se recoge en el Evangelio de san Lucas. En los versículos dedicados a este pasaje de la infancia de Cristo se mencionan las figuras principales de esta composición, que ocupan los primeros planos: Simeón, el anciano con la cabeza cubierta, que va a recibir en sus manos al Niño y que, como le había sido revelado por el Espíritu Santo, no moriría sin conocer al Mesías; la profetisa Ana, que sostiene una lápida con las palabras de Simeón, y la Sagrada Familia. La modesta ofrenda de la pareja de tórtolas se coloca en segundo término, siendo visible por el hueco que queda entre la Virgen y san José, y por el intenso color de su plumaje. La escena, siguiendo los Evangelios, tiene lugar en las gradas de acceso al templo. Ludovico Carracci, como podemos apreciar, se ajusta fielmente al relato bíblico.	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación de conservación	Pintura : Oleo sobre lienzo. Marco: Madera tallada y dorada.		Este lienzo es una recreación de la obra principal. Es un episodio de la Presentación del Niño en el Templo solo se recoge en el Evangelio de San Lucas. en los versículos dedicados a este pasaje de la infancia de Cristo, se mencionan las principales figuras de esta composición, que ocupan los primeros planos: Simeón el anciano con la cabeza cubierta, que en esta obra se presenta como el sumo pontifice de la época quien va a recibir al Niño y que como le había sido revelado por el Espíritu Santo, no moriría sin conocer al Mesías. La modesta ofrenda de la pareja de tórtolas, se coloca en segundo término.	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_071_x	c_11/02_01; c_11/02_04_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Óleos de Imágenes alegóricas religiosas	
	Cerámica Chimu Vasija Monocroma AsaPuente Zoomorfa Pez				m04_s06_072_x	Sagrada Familia o Doble Trinidad	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación de conservación	Pintura : Oleo sobre lienzo. Marco: Madera tallada y dorada.	md_10	"En este lienzo vemos a La Sagrada Familia o Doble Trinidad se compone de una ""Trinidad terrena"", mientras que en un rompimiento de gloria asisten a la escena Dios Padre y el Espíritu Santo, que con el propio Jesús quienes componenen la ""Trinidad celestial"".  REVISAR : Esta pintura representa a la Santísima Trinidad, trabajada con la técnica de la escuela cusqueña, donde destacan los decorados en color dorado. La Santísima Trinidad es el dogma fundamental del cristianismo. Consiste en la creencia de que Dios es uno y trino, es decir, es una unidad conformada por tres personas divinas relacionadas entre sí: el Padre, el Hijo y el Espíritu Santo. A este principio de comunión de tres personas en un solo Dios. En la escena de la pintura presenta en la parte alta la imagen Dios hijo representada por Jesucristo, llevando una cruz en la mano derecha, al lado derecho la imagen de Dios Padre llevando un cetro en la mano derecha, la mano izquierda elevada en señal de bendición. En medio de los dos personajes, en el cielo, la imagen de una paloma como símbolo de Dios Espíritu Santo, debajo de la paloma la imagen de la Virgen María coronada e iluminada llevando en las manos una Custodia con el Santísimo Sacramento. En la parte inferior se unen a la escena cuatro personajes que representan a cuatro santos con una aureola en la cabeza, uno de ellos lleva al Niño en los brazos. En la tierra se aprecia a los doce apóstoles reunidos con la mirada a la Trinidad. En el medio de la imagen está representado el mundo y debajo un monograma con la palabra CREDO."	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_072_x	c_11/02_01; c_11/02_04_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Óleos de Imágenes alegóricas religiosas	
	Cerámica Chimu Vasija Monocroma Zoomorfa 				m04_s06_073_x	Asunción de la Virgen	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		En este lienzo apreciamos en el centro, a la Virgen con la mano derecha extendida mirando al cielo, a su mano izquierda un angelito tomandola del brazo. a sus pies un angelito mirando al cielo y a su mano derecha dos angelitos contemplandola. Según la tradición y teología de la Iglesia Católica, la Asunción es la celebración de cuando el cuerpo y alma de la Virgen María fueron glorificados y llevados al Cielo al término de su vida terrena. No debe ser confundido con la Ascensión, la cual se refiere a Jesucristo.                                            la Asunción de la Virgen, que con un exquisito juego de líneas de fuga y gran movimiento de los personajes, nos ponen ante una de las mejores y más puras manifestaciones del estilo barroco.	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_073_x	c_11/02_04_01	Pinturas de arte fino	Óleos de Imágenes alegóricas religiosas	
